timestamp,ax,ay,az,gx,gy,gz
1756476566453,-0.38674741983413696,-9.392958641052246,2.566554307937622,-0.10436741262674332,0.02848181501030922,-0.030909160152077675
1756476566501,-0.38199135661125183,-9.390554428100586,2.5641000270843506,0.07681339234113693,-0.03234424814581871,-0.12190787494182587
1756476566546,-0.35341155529022217,-9.39523696899414,2.5646393299102783,0.04547641798853874,-0.03134850785136223,0.028201771900057793
1756476566579,-0.37251198291778564,-9.402485847473145,2.5926311016082764,-0.015391550026834011,-0.03402134031057358,0.0283700842410326
1756476566619,-0.35817188024520874,-9.40473461151123,2.5476109981536865,-0.015405491925776005,0.028161978349089622,0.08868330717086792
1756476566660,-0.35582441091537476,-9.397642135620117,2.576218843460083,-0.012819831259548664,0.06107605993747711,-0.09105167537927628
1756476566695,-0.3629628121852875,-9.397659301757812,2.5737640857696533,0.10674143582582474,-0.031787268817424774,-0.09202221781015396
1756476566730,-0.36769047379493713,-9.388102531433105,2.5499885082244873,0.045278601348400116,0.12116976082324982,0.11891777068376541
1756476566765,-0.37725725769996643,-9.388214111328125,2.590407371520996,0.07568831741809845,0.029058106243610382,0.028358878567814827
1756476566798,-0.3796047270298004,-9.40721321105957,2.5617992877960205,0.10561829805374146,0.059582941234111786,0.05837742239236832
1756476566838,-0.3748508393764496,-9.388182640075684,2.576295852661133,-0.04461374878883362,-0.03229057416319847,-0.0014916259096935391
1756476566871,-0.3748512864112854,-9.390544891357422,2.5690090656280518,0.16654588282108307,0.06052187830209732,0.027999212965369225
1756476566911,-0.37249258160591125,-9.392921447753906,2.573533296585083,0.07450474798679352,-0.12676045298576355,-0.0025412740651518106
1756476566946,-0.3772026002407074,-9.395291328430176,2.5548977851867676,0.047171782702207565,-9.149385005002841e-05,-0.12150917202234268
1756476566984,-0.37247753143310547,-9.39051628112793,2.5616455078125,0.1939557045698166,-0.003412500023841858,0.11775261163711548
1756476567019,-0.35820630192756653,-9.376222610473633,2.578596830368042,-0.01267077773809433,0.1541111171245575,-0.09057269990444183
1756476567059,-0.3653266131877899,-9.4071683883667,2.5618762969970703,-0.10576087236404419,0.028471963480114937,0.02888769842684269
1756476567097,-0.36769649386405945,-9.392874717712402,2.554743766784668,-0.04654427617788315,-0.125986710190773,-0.0018817137461155653
1756476567135,-0.3748684823513031,-9.381017684936523,2.5711557865142822,0.014128763228654861,0.15105414390563965,0.14937081933021545
1756476567170,-0.36535412073135376,-9.40719223022461,2.5759878158569336,0.01571333408355713,-0.03232639282941818,-0.12159954011440277
1756476567210,-0.3796296715736389,-9.392927169799805,2.566246271133423,0.07458610832691193,0.05847974866628647,0.028634071350097656
1756476567250,-0.35818350315093994,-9.37619686126709,2.56440806388855,0.013245103880763054,-0.03273698315024376,0.08807496726512909
1756476567286,-0.36057528853416443,-9.397618293762207,2.559344530105591,0.07446132600307465,-0.03299647197127342,-0.0320960097014904
1756476567323,-0.3724646270275116,-9.385771751403809,2.5667083263397217,0.016840215772390366,0.0618467777967453,-0.15111137926578522
1756476567361,-0.37485384941101074,-9.388187408447266,2.5786733627319336,0.07533203065395355,-0.06195542588829994,-0.09197491407394409
1756476567399,-0.37724605202674866,-9.383395195007324,2.5663235187530518,0.07271891832351685,-0.03435657173395157,0.08776649832725525
1756476567434,-0.3653223216533661,-9.390481948852539,2.554666757583618,-0.014579718932509422,-0.09307724237442017,-0.21167618036270142
1756476567472,-0.372487872838974,-9.395303726196289,2.5736100673675537,-0.04654822498559952,-0.0640111044049263,-0.031331658363342285
1756476567509,-0.3867599070072174,-9.400102615356445,2.5687782764434814,-0.018173079937696457,0.058114517480134964,0.17877879738807678
1756476567542,-0.3724835515022278,-9.397669792175293,2.5664002895355225,-0.018025917932391167,-0.06498486548662186,0.08820231258869171
1756476567580,-0.3748319149017334,-9.397648811340332,2.5499114990234375,0.015505476854741573,0.09225579351186752,-0.06083926931023598
1756476567615,-0.3724938631057739,-9.400075912475586,2.5783653259277344,0.07201710343360901,-0.12555721402168274,0.05779128521680832
1756476567650,-0.3748624324798584,-9.400057792663574,2.5664002895355225,-0.013022314757108688,0.09340731054544449,-0.24035748839378357
1756476567685,-0.3701240122318268,-9.397701263427734,2.585498571395874,-0.045582666993141174,0.060761455446481705,-0.060494013130664825
1756476567726,-0.3772379159927368,-9.397699356079102,2.5713095664978027,-0.07782743871212006,-0.03294427692890167,0.05867220461368561
1756476567761,-0.36535587906837463,-9.407185554504395,2.573533296585083,0.013012774288654327,-0.06328736990690231,-0.03200913965702057
1756476567799,-0.3630075454711914,-9.40006160736084,2.590022325515747,-0.017827540636062622,-0.033753372728824615,0.028342382982373238
1756476567836,-0.37960904836654663,-9.414373397827148,2.5690090656280518,-0.04705071076750755,0.09136743098497391,0.05917062982916832
1756476567874,-0.38433241844177246,-9.378605842590332,2.5380237102508545,0.34464460611343384,0.061874497681856155,-0.0026562532875686884
1756476567914,-0.38199782371520996,-9.378639221191406,2.561568260192871,-0.04373451694846153,0.030812105163931847,-0.30120062828063965
1756476567950,-0.37013307213783264,-9.409621238708496,2.5926311016082764,-0.07765816152095795,-0.033481426537036896,-0.001202830346301198
1756476567987,-0.3701223134994507,-9.407233238220215,2.5879528522491455,-0.07759541273117065,-0.0024055540561676025,0.029089268296957016
1756476568035,-0.37248826026916504,-9.40004825592041,2.5663235187530518,0.10290367901325226,0.028160609304904938,0.05799228698015213
1756476568076,-0.37009093165397644,-9.392887115478516,2.559344530105591,0.009920783340930939,-0.281563401222229,0.05696181207895279
1756476568118,-0.38679561018943787,-9.40732192993164,2.604595899581909,-0.19584448635578156,0.06035885587334633,-0.12041623890399933
1756476568153,-0.3843952417373657,-9.39770793914795,2.568547010421753,0.10537980496883392,0.21421469748020172,-0.06099819391965866
1756476568198,-0.3510550260543823,-9.369012832641602,2.5594217777252197,-0.04672849550843239,0.02885236032307148,-0.031549304723739624
1756476568239,-0.3748795986175537,-9.373863220214844,2.568547010421753,0.16323082149028778,-0.003255212213844061,-0.032543666660785675
1756476568279,-0.3606080114841461,-9.404765129089355,2.5660922527313232,-0.10875881463289261,-0.03599534556269646,-0.0016796195413917303
1756476568319,-0.3581960201263428,-9.383340835571289,2.566631555557251,-0.018476568162441254,-0.03385554626584053,0.05789198353886604
1756476568357,-0.3772598206996918,-9.404838562011719,2.5733792781829834,-0.019172316417098045,-0.09724850952625275,0.027816686779260635
1756476568400,-0.38675686717033386,-9.404860496520996,2.5664002895355225,0.10060256719589233,-0.06565170735120773,0.11693125218153
1756476568435,-0.37723058462142944,-9.388153076171875,2.56172251701355,0.013635105453431606,0.12119589000940323,-0.0015430757775902748
1756476568478,-0.374874472618103,-9.39531421661377,2.575910806655884,-0.16850081086158752,-0.034690022468566895,-0.03174237906932831
1756476568518,-0.3653532862663269,-9.390493392944336,2.563868999481201,-0.16921772062778473,0.025785384699702263,0.05830036848783493
1756476568563,-0.3605877459049225,-9.395236015319824,2.561568260192871,-0.017847521230578423,-0.03432503715157509,-0.032769933342933655
1756476568601,-0.3463316261768341,-9.392807006835938,2.5637147426605225,-0.016785878688097,-0.034471023827791214,-0.12284070998430252
1756476568639,-0.37722885608673096,-9.38815975189209,2.5641772747039795,0.012575185857713223,0.05904798582196236,0.05754468962550163
1756476568684,-0.36298173666000366,-9.38336181640625,2.573456048965454,-0.10945349931716919,-0.12867100536823273,0.05714884772896767
1756476568719,-0.38675686717033386,-9.412005424499512,2.5664002895355225,-0.07678230851888657,0.027718015015125275,-0.032207127660512924
1756476568764,-0.38677021861076355,-9.378630638122559,2.5540506839752197,0.10220511257648468,-0.12811829149723053,-0.06376149505376816
1756476568804,-0.3724895715713501,-9.397679328918457,2.5711557865142822,-0.07493521273136139,0.12141923606395721,-0.1218605786561966
1756476568847,-0.3558256924152374,-9.395204544067383,2.554358720779419,0.04274844005703926,-0.06546933203935623,-0.03353558108210564
1756476568885,-0.37726113200187683,-9.407232284545898,2.5782113075256348,0.07345033437013626,-0.003084430703893304,-0.03345229849219322
1756476568925,-0.3701278865337372,-9.39528751373291,2.5733020305633545,0.10311196744441986,-0.06546929478645325,-0.033810775727033615
