tx, ty, tz 
0.0017098166281357408, -0.0065056560561060905, 0.0023527336306869984
0.0014066083822399378, -0.0024834750220179558, -6.940786079212558e-07
0.0014004434924572706, -0.0052994852885603905, 0.001316591165959835
0.001184070366434753, -0.001656232518143952, -0.00041005766252055764
0.0009300842648372054, -0.001318680471740663, -0.00029002258088439703
0.000970491673797369, -0.0035945007111877203, 0.000577441300265491
0.0008690172689966857, -0.0011505470611155033, -0.0004830879915971309
0.0008271436672657728, -0.0010417731245979667, -0.00038783487980253994
0.0008133867522701621, -0.004232554696500301, 0.0016479420010000467
0.0006939878803677857, -0.001298213959671557, -0.0001837122836150229
0.0006588775431737304, -0.0010003914358094335, -0.00015794887440279126
0.0006636065081693232, -0.004666254390031099, 0.001830255496315658
0.0005493593052960932, -0.0018463694723322988, -8.985162276076153e-05
0.00048012909246608615, -0.0014420599909499288, 1.6219764802372083e-05
0.0005165036418475211, -0.004025214351713657, 0.0011677329894155264
0.00048427272122353315, -0.0003690579324029386, -4.475818786886521e-05
0.0003568767278920859, -0.00041675742249935865, 0.00019843681366182864
0.00038778118323534727, -0.004095932934433222, 0.001155446283519268
0.0004043260414618999, -0.0010734011884778738, -0.00023709457309450954
0.00030924484599381685, -0.0007460046908818185, -0.0001919472124427557
0.0006872445228509605, -0.0021495772525668144, 0.001377205946482718
0.0006147917592898011, -0.0001354404230369255, -3.312784610898234e-05
0.0003351591876707971, -0.00018067423661705106, 0.00014953147911000997
0.00046049768570810556, -0.0029791807755827904, 0.0012298445217311382
0.0004169064050074667, -0.0012228690320625901, -0.0008636508136987686
0.00034383818274363875, -0.0007467114483006299, -0.00044807608355768025
0.0004730672517325729, -0.0036103990860283375, 0.0011226345086470246
0.00010981696686940268, -0.0012786630541086197, -0.0001590453612152487
1.811939182516653e-05, -0.0012492594541981816, 0.00019010489631909877
0.0002734315348789096, -0.0029654772952198982, 0.0009623951045796275
0.0002406030398560688, -0.0009975143475458026, -0.00043064364581368864
0.00026037616771645844, -0.0007114924374036491, -0.0004404554783832282
0.0002722592616919428, -0.0005965800955891609, -0.0004442865902092308
0.0002822749374900013, -0.0005100176786072552, -0.00044714316027238965
0.0002912492782343179, -0.00043382291914895177, -0.0004496532492339611
0.0002993614471051842, -0.00036511951475404203, -0.00045191601384431124
0.00030670323758386075, -0.0003029620856977999, -0.0004539630899671465
0.0003133488935418427, -0.0002467009180691093, -0.00045581598533317447
0.0003193645679857582, -0.0001957734493771568, -0.00045749323908239603
