timestamp,position_x,position_y,position_z,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1740558358.7343264,0.0,0.0,0.0,-0.16284148395061493,-9.48228645324707,2.352881908416748,-0.013071267865598202,0.034174371510744095,-0.0907723531126976
1740558359.0029778,0.00016635152860544622,-5.530440466827713e-05,0.00011632572568487376,-0.2104417234659195,-9.470582962036133,2.374356746673584,-0.043117597699165344,0.15763795375823975,-4.137133510084823e-05
1740558359.1468608,0.000160856987349689,-2.3052691176417284e-05,0.0001133101832238026,-0.17713677883148193,-9.477566719055176,2.3549513816833496,0.1393420547246933,0.2803644835948944,-0.059094104915857315
1740558359.2827525,0.00015647709369659424,-4.147776962781791e-06,0.00011078053648816422,-0.21283996105194092,-9.477707862854004,2.366762161254883,0.16446058452129364,-0.09357341378927231,0.05802074447274208
1740558359.421281,0.00015258602797985077,1.169865845440654e-05,0.00010851551633095369,-0.18194620311260223,-9.444307327270508,2.3880834579467773,-0.016314422711730003,-0.03348927199840546,0.08927809447050095
1740558359.5563018,0.00014907294826116413,2.588576899142936e-05,0.00010646828741300851,-0.1700056940317154,-9.472743034362793,2.340301036834717,0.01619119755923748,0.027656810358166695,-0.06019475683569908
1740558359.7055542,0.00014589402417186648,3.8708509237039834e-05,0.00010461550118634477,-0.19856059551239014,-9.475269317626953,2.3620071411132812,0.07398352771997452,-0.06469755619764328,0.05904478579759598
1740558359.8375835,0.00014301658666227013,5.031332329963334e-05,0.00010293840023223311,-0.18904028832912445,-9.470477104187012,2.362084150314331,0.07533574849367142,0.06041066348552704,-0.00028433831175789237
1740558359.9771023,0.0001404119684593752,6.081777610233985e-05,0.00010142027895199135,-0.2223293036222458,-9.472898483276367,2.3307905197143555,0.13536237180233002,0.21321223676204681,0.05996175855398178
1740558360.1070993,0.0001224851148435846,8.539771079085767e-05,0.0001260492717847228,-0.21760854125022888,-9.496781349182129,2.3714404106140137,-0.135777086019516,0.08962090313434601,0.00043914816342294216
1740558360.236902,0.00017522288544569165,-4.2628267692634836e-05,4.237821121932939e-05,-0.20573726296424866,-9.484843254089355,2.3783419132232666,-0.016396529972553253,-0.003934562671929598,-0.0005510041955858469
1740558360.3604078,0.0001884555967990309,0.0003287230501882732,0.00019673860515467823,-0.15335732698440552,-9.4679594039917,2.35479736328125,0.13224077224731445,-0.0038323630578815937,0.17879314720630646
1740558360.4886801,0.0002284326037624851,0.00036972705856896937,0.00012737137149088085,-0.23428396880626678,-9.496845245361328,2.3783419132232666,-0.13595083355903625,0.05783704295754433,-0.02973705716431141
1740558360.6143165,0.0001171176991192624,0.0003475149569567293,0.00011826846457552165,-0.13894023001194,-9.439072608947754,2.226100444793701,1.214691400527954,-0.3714805841445923,0.022619131952524185
1740558360.734535,0.00010918486077571288,0.0002650754468049854,0.0001378922606818378,-0.24139012396335602,-9.603997230529785,2.3618528842926025,-0.3793635666370392,-0.1600344032049179,0.030063224956393242
1740558360.9842372,0.00020207444322295487,0.00024726614356040955,0.0001253559603355825,-0.1699652373790741,-9.479813575744629,2.3045601844787598,-0.01703297533094883,-0.06629244983196259,-0.0008853932959027588
1740558361.108343,0.0001622903801035136,0.00010897121683228761,0.0001795163843780756,-0.19621697068214417,-9.449094772338867,2.3784189224243164,-0.13613352179527283,0.027177143841981888,-0.02988954447209835
1740558361.2292278,0.00013161588867660612,0.00019225661526434124,0.00020325876539573073,-0.2176085114479065,-9.47052001953125,2.344748020172119,-0.07709074020385742,0.025176463648676872,0.029793553054332733
